second,speaker,compound,pos,neu,neg,text
921,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
922,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
923,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
924,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
925,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
926,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
927,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
928,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
929,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
930,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
931,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
932,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
933,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
934,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
935,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
936,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
937,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
938,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
939,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
940,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
941,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
942,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
943,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
944,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
945,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
946,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
947,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
948,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
949,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
950,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
951,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
952,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
953,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
954,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
955,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
956,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
957,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
958,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
959,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
960,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
961,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
962,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
963,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
964,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
965,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
966,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
967,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
968,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
969,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
970,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
971,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
972,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
973,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
974,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
975,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
976,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
977,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
978,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
979,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
980,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
981,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
982,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
983,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
984,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
985,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
986,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
987,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
988,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
989,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
990,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
991,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
992,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
993,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
994,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
995,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
996,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
997,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
998,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
999,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1000,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1001,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1002,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1003,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1004,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1005,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1006,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1007,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1008,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1009,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1010,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1011,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1012,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1013,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1014,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1015,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1016,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1017,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1018,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1019,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1020,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1021,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1022,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1023,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1024,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1025,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1026,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1027,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1028,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1029,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1030,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1031,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1032,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1033,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1034,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1035,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1036,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1037,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1038,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1039,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1040,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1041,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1042,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1043,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1044,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1045,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1046,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1047,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1048,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1049,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1050,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1051,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1052,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1053,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1054,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1055,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1056,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1057,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1058,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1059,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1060,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1061,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1062,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1063,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1064,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1065,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1066,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1067,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1068,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1069,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1070,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1071,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1072,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1073,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1074,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1075,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1076,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1077,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1078,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1079,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1080,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1081,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1082,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1083,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1084,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1085,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1086,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1087,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1088,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1089,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1090,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1091,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1092,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1093,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1094,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1095,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1096,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1097,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1098,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1099,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1100,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1101,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1102,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1103,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1104,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1105,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1106,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1107,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1108,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1109,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1110,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1111,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1112,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1113,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1114,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1115,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1116,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1117,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1118,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1119,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1120,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1121,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1122,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1123,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1124,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1125,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1126,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1127,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1128,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1129,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1130,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1131,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1132,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1133,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1134,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1135,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1136,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1137,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1138,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1139,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1140,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1141,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1142,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1143,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1144,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1145,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1146,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1147,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1148,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1149,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1150,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
1151,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
